chain_id,i,range,x,y,z,qw,qx,qy,qz
0036465cc6,0,119.0,0,0,0,1,0,0,0
0036465cc6,1,117.3,-0.15210808667208703,-0.24139461592877648,0.9584319325698385,-0.1535619411226323,0.9600303232935271,-0.23045768742376033,0.04061727345437354
0036465cc6,2,117.3,0.03797487326871638,-0.051395962634881165,0.9979560932350975,0.999217996586433,-0.013128215531726339,-0.0011154047278316907,0.03728003657510012
0036465cc6,3,116.4,0.10483702890317069,-0.10917129316107575,0.9884790468797475,-0.10979480635113886,0.9118208404514319,0.3950891577289656,-0.020794539229734357
0036465cc6,4,118.2,0.07261677158242713,0.018841988906986403,-0.9971819211853846,0.9909203968910795,0.016824328383486124,-0.007213995933459325,-0.1331978500665161
0036465cc6,5,116.5,0.01582318850911777,0.03332419501984167,0.9993193307105014,-0.02043662293312682,-0.3510373846318029,0.9360410012422622,-0.013503445017329294
0036465cc6,6,116.4,0.0024021753909316194,-0.0051457530177886875,-0.999983875259632,0.9874048384068344,-0.00016468740312425322,0.00047613074656196243,0.15821324618484037
0036465cc6,7,116.0,-0.0030822544642462963,0.004354774541063665,0.9999857677217782,0.9968703271524663,-0.0017242642524621214,0.0003684751923180067,0.0790344354174496
0036465cc6,8,115.0,-0.0011995296592339816,-0.0020523168113076007,0.9999971745581597,0.998186026544339,0.0014160850764240735,-0.001456434569961371,0.06017083939105351
0036465cc6,9,118.4,-0.21093217884229012,0.19800071607929137,-0.9572373437977292,0.9435149464297946,0.11522455231371814,0.056408237027162474,0.30548479373476617
0036465cc6,10,117.7,-0.6232948914082764,-0.2959153807418195,-0.7238353167570433,0.9456012544646071,0.16415517693099246,0.10500138174992303,0.26051114231894723
0036465cc6,11,117.2,0.057123302165888824,0.05868972473268766,-0.9966405794269396,0.9999167196059197,0.007930984791502872,0.00655275852273115,0.00779196307205538
0036465cc6,12,115.9,0.11775456083648242,0.1312992025435832,0.9843243280614505,0.4305562540915973,0.7291565448391824,-0.5231309432916701,0.09636421198538833
0036465cc6,13,116.1,-0.12146555756110697,-0.080977039036329,0.9892870349273147,0.7071067811865475,0.08588911943206368,0.057259413422996,-0.6995315709370372
0036465cc6,14,115.0,0.006460347349475453,-0.003149688649994291,0.9999741713532067,0.9873591140979895,0.0013291310610504573,-0.0011306553352533582,0.15848954172679308
0036465cc6,15,117.8,0.008794272980033067,-0.005566033581459032,-0.99994583854973,0.990414920182762,0.0003777496161446249,-0.0012582527579746148,0.13811792057730182
0036465cc6,16,114.4,0.0038218572610118655,-0.004309611796555205,-0.9999834101890088,0.9892345743899948,-0.00028039493493977035,0.0005914036435331431,0.14633703718422342
0036465cc6,17,115.1,0.18378133587191825,0.13477395447243212,0.973683933204711,0.3671864382263186,0.8580653039908658,-0.2899907671098713,0.21166815693618485
0036465cc6,18,115.8,0.009309375925726884,0.00691175270132885,0.999932779337926,0.9831999148204628,0.00043665579243015403,-0.0022767392891359195,0.1825172684623653
0036465cc6,19,113.1,-0.4788405424176128,-0.5269065658034779,0.7021974123068181,-0.5082629851554744,0.8587574364574673,-0.06398595323448507,0.010497668241997308
0036465cc6,20,113.7,-0.08037977317707254,0.20188539289542487,0.9761052095954936,0.14785285995312464,0.8315110051604915,0.5354326381020721,-0.006392977062858563
0036465cc6,21,115.7,0.0035455773293783946,-0.0003881933135528415,-0.9999936390734456,0.999207771247568,0.0010053708117710896,-0.0021511324613503785,0.039726461422235106
0036465cc6,22,114.5,-0.12146555756110697,-0.080977039036329,0.9892870349273147,0.7071067811865475,0.08588911943206368,0.057259413422996,-0.6995315709370372
0036465cc6,23,112.1,0.007381413988641197,-0.0020188067672402173,0.9999707191446982,0.9727909974372089,-0.0004245936949938418,-0.0005098532799230603,0.2316834803669597
0036465cc6,24,111.9,0.07637711556205919,0.07970232855277089,-0.9938883614580091,0.9382011013477236,-0.016769658570645392,-0.011605809297634861,0.3454891853182806
0036465cc6,25,114.7,-0.008195547287699797,0.004580018449578762,-0.9999559272466246,0.9927641230951331,0.0012872162462822753,0.002691829813978456,0.12004371296215116
0036465cc6,26,112.8,5.406850468762318e-06,-0.0060746615501539435,0.9999815490586899,0.9999001014477258,-0.0019158676436295964,-0.0003299732556799169,0.014000274770528915
0036465cc6,27,113.3,0.11507047349156173,-0.01237002893448881,0.9932803071211005,0.9454982681077203,0.02261332899996451,-0.03458600557937213,0.32299453644745196
0036465cc6,28,112.1,0.03177848539166575,0.0031564596041239474,-0.9994899522401309,0.9987389925289174,0.0014660466518268392,0.0011708978431175217,0.05016876027747383
0036465cc6,29,nan,0.02895108717664451,-0.0138610293398556,-0.9994847204519587,0.9871404387936555,-0.003629139392622595,-0.005388234131516005,0.1597233557701631
0036465cc6,30,112.7,0.0011851587939402583,0.0003601554495996125,0.9999992328430484,0.9961321450853823,-0.0006934234825138572,0.002003158344807678,0.08784222246798248
0036465cc6,31,112.0,-0.004537291327380519,0.005290513913868063,0.9999757114300015,0.9916531820848339,-0.0014195591287963854,-0.0033929518221963912,0.12888149281737582
0036465cc6,32,112.5,0.0028298826017989502,0.0019443456932619538,0.9999941056247708,0.9796290827727318,0.0024796341056111328,0.0017001533387915582,0.2007929806521713
0036465cc6,33,113.2,0.002605977768385667,0.006333048924954964,0.9999765504106508,0.9911984953926904,-0.00103214180952076,-0.0017141891013801403,0.13236895017441308
0036465cc6,34,114.3,-0.0033077187325112234,0.0006278266199068671,-0.9999943323992001,0.9993893622158643,0.0012178610013175806,0.0019101629234263067,0.034867904754309974
0036465cc6,35,112.5,0.004121016396270663,-0.0012095876223634056,-0.9999907770182912,0.9983237385774445,-0.002333305493216498,-0.0006193898124989565,0.057826335129330025
0036465cc6,36,113.0,-0.0038820636301710202,-0.00027504681049664276,0.999992426936936,0.9990831346432415,0.0011765767522448599,5.90672814250227e-05,0.04279605413629955
0036465cc6,37,113.2,0.027122303911791823,-0.015339889839734467,-0.9995144163093502,0.9872138613377184,-0.005660020166879602,-0.0009459969826001346,0.1592980264915153
0036465cc6,38,111.4,-0.003339307298848143,-0.0007795595206791893,0.9999941206395753,0.9864739226456021,0.00027214394748495136,-0.004914703788218404,0.16384435164064867
0036465cc6,39,114.7,-0.004821768020188844,0.0002134790545768785,-0.9999883524220933,0.9994234796276524,0.0003649534284726319,-0.00020951415836124594,0.03394895111439985
0036465cc6,40,113.7,0.005910484930494074,0.003712182647035531,0.9999756426373002,0.9935918917740735,6.339101032838572e-05,0.004607442522011083,0.11293325487120226
0036465cc6,41,114.6,-0.16439432017707575,0.09146752060904899,-0.9821446941093507,0.9457210081826709,-0.0830075845422755,0.04154909842479818,-0.31144050476856044
0036465cc6,42,113.1,-0.0050088977731656634,0.0036103084084262264,0.9999809381264695,0.9848273508462623,-0.0027375917235944246,-0.001856978759286236,0.1735054646014807
0036465cc6,43,113.4,-0.09361794618191499,-0.048115324938729956,0.9944448680840586,0.9715922333647843,0.02112449686623599,0.18604263894041972,-0.14474261360588841
0036465cc6,44,115.6,-0.002224640246409445,-0.0036409172855246625,-0.9999908973071174,0.9987507305611578,-0.0035057889991382905,-0.0011448203823199745,0.04983349308787479
0036465cc6,45,114.5,-0.004139170319360428,0.0004514410431025353,0.9999913316974561,0.9725810685384755,0.0018329033998622398,0.0007617532086119579,0.23255563918712657
0036465cc6,46,112.0,0.06883956855972445,0.007141516394410197,0.9976021815052829,0.9657143093253676,0.009793094437816074,-0.04009194416597407,0.25630568483463767
